Date,Month,Week,Site,Habitat,Time,Weather,Tide ht (ft),Surface temp,Bottom temp,Surface salinity,Bottom salinity,Transect #,Snorkeler,Horiz. Secchi,Strata,Transect length (m),Depth,Observation #,Species,Functional group,Count,Density,Approx. length min (cm),Approx. length max (cm),Average of length estimate (cm),Range of length estimate (cm),Position,Behavior,School size,Comment
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,1,SH,8.5,2.4 shallow,75,2.4,1,Kelp Crab,Crab,1,0.001568627,7.5,10,8.75,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,1,SH,8.5,2.4 shallow,75,2.4,2,Sole,Flatfish,1,0.001568627,25,27.5,26.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,1,SH,8.5,2.4 shallow,75,2.4,3,Red Rock Crab,Crab,1,0.001568627,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,1,SH,8.5,2.4 shallow,75,2.4,4,Sole,Flatfish,1,0.001568627,17.5,20,18.75,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,1,Red Rock Crab,Crab,1,0.001568627,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,2,Pipefish,Other nearshore fish,1,0.001568627,12.5,15,13.75,2.5,Middle,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,3,Red Rock Crab,Crab,1,0.001568627,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,4,Chinook,Juvenile salmon,2,0.003137255,12.5,15,13.75,2.5,Middle,Feeding,30,not clipped
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,4,Chinook,Juvenile salmon,13,0.020392157,7.5,10,8.75,2.5,Middle,Feeding,30,not clipped
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,4,Chinook,Juvenile salmon,15,0.023529412,7.5,10,8.75,2.5,Middle,Feeding,30,clipped
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,2,SH,8.5,2.0 shallow,75,2,5,Sole,Flatfish,1,0.001568627,10,12.5,11.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,3,SH,8.5,1.2 shallow,75,1.2,1,Red Rock Crab,Crab,1,0.001568627,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,3,SH,8.5,1.2 shallow,75,1.2,2,Red Rock Crab,Crab,2,0.003137255,12.5,15,13.75,2.5,Bottom,Mating,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,4,SH,8.5,0.7 shallow,75,0.7,1,Hemigrapsus sp.,Crab,1,0.001568627,0.5,2.5,1.5,2,Bottom,Hiding,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,4,SH,8.5,0.7 shallow,75,0.7,2,Hemigrapsus sp.,Crab,1,0.001568627,0.5,2.5,1.5,2,Bottom,Hiding,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,4,SH,8.5,0.7 shallow,75,0.7,3,Hemigrapsus sp.,Crab,1,0.001568627,0.5,2.5,1.5,2,Bottom,Hiding,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,5,JT,8.7,2.5 deep,75,2.5,1,Sole,Flatfish,1,0.001532567,25,27.5,26.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,5,JT,8.7,2.5 deep,75,2.5,2,Sole,Flatfish,1,0.001532567,25,27.5,26.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,5,JT,8.7,2.5 deep,75,2.5,3,Dungeness Crab,Crab,2,0.003065134,20,22.5,21.25,2.5,Bottom,Mating,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,5,JT,8.7,2.5 deep,75,2.5,4,lingcod,Other demersal fish,1,0.001532567,30,32.5,31.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,6,JT,8.7,2.3 deep,75,2.3,1,Red Rock Crab,Crab,1,0.001532567,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,7,JT,8.7,1.5 deep,75,1.5,1,Red Rock Crab,Crab,1,0.001532567,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,7,JT,8.7,1.5 deep,75,1.5,2,Chinook,Juvenile salmon,8,0.012260536,10,12.5,11.25,2.5,Middle,Swam Away,,
7/8/08,July,7/7/08,Seahurst,Seahurst,11:45,"clear, sunny, warm",6.3,12.6,12.3,28.2,28.2,8,JT,8.7,1.1 deep,75,1.1,N/A,No fish,No fish,0,0,,,0,0,,,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,1,SH,10.7,2.7 shallow,75,2.7,1,Dungeness Crab,Crab,1,0.001246106,15,17.5,16.25,2.5,Bottom,upside down,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,1,SH,10.7,2.7 shallow,75,2.7,2,Dungeness Crab,Crab,1,0.001246106,7.5,10,8.75,2.5,Middle,swimming upside down,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,1,SH,10.7,2.7 shallow,75,2.7,3,Tubesnout,Other nearshore fish,10,0.012461059,7.5,10,8.75,2.5,Bottom,Feeding,10,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,2,SH,10.7,2.4 shallow,75,2.4,1,Sculpin,Other demersal fish,1,0.001246106,7.5,10,8.75,2.5,Bottom,Hiding,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,2,SH,10.7,2.4 shallow,75,2.4,2,Tubesnout,Other nearshore fish,1,0.001246106,12.5,15,13.75,2.5,Bottom,Feeding,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,2,SH,10.7,2.4 shallow,75,2.4,3,Tubesnout,Other nearshore fish,10,0.012461059,10,15,12.5,5,Bottom,Feeding,10,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,2,SH,10.7,2.4 shallow,75,2.4,4,Red Rock Crab,Crab,1,0.001246106,10,12.5,11.25,2.5,Bottom,Crawl Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,1,Red Rock Crab,Crab,1,0.001246106,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,2,Red Rock Crab,Crab,1,0.001246106,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,3,Red Rock Crab,Crab,1,0.001246106,10,12.5,11.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,4,Red Rock Crab,Crab,1,0.001246106,10,12.5,11.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,5,Red Rock Crab,Crab,1,0.001246106,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,3,SH,10.7,1.7 shallow,75,1.7,6,Red Rock Crab,Crab,1,0.001246106,12.5,15,13.75,2.5,Bottom,Hiding,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,4,SH,10.7,1.1 shallow,75,1.1,1,Hemigrapsus sp.,Crab,1,0.001246106,2.5,5,3.75,2.5,Bottom,Crawl Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,4,SH,10.7,1.1 shallow,75,1.1,2,Red Rock Crab,Crab,1,0.001246106,15,17.5,16.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,5,EH,9.3,2.8 deep,75,2.8,1,Kelp Crab,Crab,1,0.001433692,10,12.5,11.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,5,EH,9.3,2.8 deep,75,2.8,2,Red Rock Crab,Crab,1,0.001433692,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,1,Dungeness Crab,Crab,1,0.001433692,30,32.5,31.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,2,Red Rock Crab,Crab,1,0.001433692,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,3,Flatfish,Flatfish,1,0.001433692,2.5,5,3.75,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,4,Flatfish,Flatfish,1,0.001433692,2.5,5,3.75,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,5,Tubesnout,Other nearshore fish,6,0.008602151,15,17.5,16.25,2.5,Bottom,Schooling,6,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,6,EH,9.3,2.6 deep,75,2.6,6,Dungeness Crab,Crab,1,0.001433692,30,32.5,31.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,1,Whitespotted greenling,Other demersal fish,1,0.001433692,25,27.5,26.25,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,2,Whitespotted greenling,Other demersal fish,1,0.001433692,20,22.5,21.25,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,3,Whitespotted greenling,Other demersal fish,1,0.001433692,15,17.5,16.25,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,4,Whitespotted greenling,Other demersal fish,1,0.001433692,15,17.5,16.25,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,5,Flatfish,Flatfish,1,0.001433692,15,17.5,16.25,2.5,Bottom,Swam Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,6,Red Rock Crab,Crab,1,0.001433692,20,22.5,21.25,2.5,Bottom,Crawl Away,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,7,EH,9.3,1.9 deep,75,1.9,7,Red Rock Crab,Crab,1,0.001433692,20,22.5,21.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,8,EH,9.3,1.4 deep,75,1.4,1,Red Rock Crab,Crab,1,0.001433692,20,22.5,21.25,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,8,EH,9.3,1.4 deep,75,1.4,2,Red Rock Crab,Crab,1,0.001433692,12.5,15,13.75,2.5,Bottom,Unaffected,,
7/22/08,July,7/21/08,Seahurst,Seahurst,9:50,"overcast, windy",6.8,12.9,13,28,28,8,EH,9.3,1.4 deep,75,1.4,3,Red Rock Crab,Crab,1,0.001433692,15,17.5,16.25,2.5,Bottom,Unaffected,,
